3.378053596164583409e-12,9.910857482272095141e-13,-1.452605439417809525e-11,-7.725181093609317380e-14,1.860831731458075999e-11,-1.520040080990243578e-12,-1.539902377194951311e-12,-8.323925996403015272e-14,-3.324887943448574564e-13,4.362904300337858526e-13,-1.180939502260283901e-10,1.294305545751164994e-12,3.896767907259883088e-13,-1.463859999545246739e-12,-1.418368126287320903e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
3.138474644459868499e-12,6.659456949264104136e-13,-1.353397786563370189e-11,3.104229530676873416e-13,1.805251706300828333e-11,-1.290085091815724777e-12,-1.232780954930490888e-12,-1.029123675884137190e-13,-2.770963096640001047e-13,3.437000776459720376e-13,-1.169301520121652040e-10,1.009053871274375333e-12,3.036874556883698471e-13,-1.233817817381663775e-12,-1.111128700612784111e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
3.170319152226446768e-12,1.395109952017069191e-13,-1.260705151953146430e-11,8.272202320693489685e-13,1.792617487704374936e-11,-1.279732851159078018e-12,-7.823871369964075811e-13,-1.072197787882512090e-13,-1.956146228497106566e-13,3.363685853420555720e-13,-1.157512423573018359e-10,9.872924870890543582e-13,1.748411583430494011e-13,-1.223375410765224501e-12,-6.606167923573598852e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
3.506417856543052654e-12,-3.191227175378926379e-13,-1.176336446980607904e-11,1.243859570062716918e-12,1.829987885531997365e-11,-1.517667665536200566e-12,-3.829945983010397313e-13,-9.369974597831050532e-14,-1.211732644870622065e-13,4.265722457783564711e-13,-1.146776504091096488e-10,1.266589043997408602e-12,6.536663222962745464e-14,-1.461219967172990350e-12,-2.611060763585550880e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
4.039087693930215503e-12,-2.677153814255558612e-13,-1.094893878800855300e-11,1.183252247311081315e-12,1.897173101478036788e-11,-1.940645623525734447e-12,-4.201265561696288611e-13,-7.111873084375343697e-14,-1.268819019680094905e-13,5.880968701304068198e-13,-1.138812548870720807e-10,1.765510801561515325e-12,8.193807895340405730e-14,-1.884106035046565209e-12,-2.981197698645865599e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
4.319144502238427361e-12,3.690801507217136852e-13,-9.958333736168845235e-12,5.860926401833762170e-13,1.918044599235883270e-11,-2.152467745778511945e-12,-9.741619701189749136e-13,-6.199945160362676456e-14,-2.294731961068020587e-13,6.670687761428196922e-13,-1.132077649518624423e-10,2.008516936412887429e-12,2.423707232545118559e-13,-2.095839788375774204e-12,-8.520368322922444021e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
4.013578686722914704e-12,9.890449972468339937e-13,-8.669867642762948706e-12,-4.307505928773981490e-14,1.840476646758824050e-11,-1.850718107698027657e-12,-1.568998257695371986e-12,-8.121275418936715663e-14,-3.430492013690433169e-13,5.472746304613976869e-13,-1.122696725662524807e-10,1.637405233324747762e-12,4.091081402241171929e-13,-1.794000867654817439e-12,-1.446754681106725438e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
3.430089166178896982e-12,6.135223488461040870e-13,-7.280091294063947426e-12,1.304156661628096564e-13,1.723158607331566988e-11,-1.275536017006553038e-12,-1.327174710858971390e-12,-1.085249881733043087e-13,-2.990804251690505614e-13,3.236945819026812241e-13,-1.107429102189393244e-10,9.469825791504881209e-13,3.424934241668260093e-13,-1.218724673682635462e-12,-1.204812608176697803e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
3.618387425605540659e-12,-3.336646071882604042e-13,-6.271643678958342992e-12,7.780234546738166594e-13,1.743589405071602160e-11,-1.457425744246514100e-12,-5.411433867251679356e-13,-1.033985886260474945e-13,-1.472614617961861831e-13,3.907287829233792559e-13,-1.092652260887533372e-10,1.155791765174458767e-12,1.316547648814491941e-13,-1.400521033029854544e-12,-4.186626705341244577e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
4.047946170484330711e-12,8.228647228747527724e-15,-5.419929856009551790e-12,3.365406169792951468e-13,1.815523397837352148e-11,-1.894642952888918373e-12,-9.925639603572561030e-13,-8.888774182927707357e-14,-2.397681165588069601e-13,5.570476138799710870e-13,-1.087001642643843215e-10,1.669308476300254425e-12,2.474041246340022595e-13,-1.837650439508973918e-12,-8.699645431642871190e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,
